OBJECTID;ARRDT;BOIS;TYPE_VOIE;NOM_VOIE;STATUT;TYPOLOGIE;SENS_VELO;TYPOLOGIE_SIMPLE;SHAPE.LEN;geo_shape;geo_point_2d 
7406;18;NON;RUE D;ORAN;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354458810783878, 48.888891747012764], [2.353704143807685, 48.88893321128927]]}";48.8889124792, 2.3540814773
7409;18;NON;RUE;LABAT;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349799779829033, 48.88958955497777], [2.350851949696751, 48.890148743729675], [2.35097569756679, 48.890215911349046], [2.351078453970274, 48.89027108674206], [2.35118245999045, 48.890323868843375], [2.351310178863355, 48.89038626837451]]}";48.8899902366, 2.35055379733
7420;18;NON;RUE DES;POISSONNIERS;ZONE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3513521032152562, 48.887876754202175], [2.351402576638108, 48.887987181841865]]}";48.887931968, 2.35137733993
7421;18;NON;RUE DES;POISSONNIERS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35155316278007, 48.888386396846904], [2.35158788302348, 48.888722934160576], [2.351621399283767, 48.889071739848866], [2.351623361857905, 48.88908697218435], [2.351623170628691, 48.88910232924049], [2.351620829369559, 48.889117507983755], [2.351607113571542, 48.88920550863335], [2.35155748374948, 48.889559481297375], [2.351504497187777, 48.889929594267024], [2.351446817108369, 48.89033872586718]]}";48.889363652, 2.35155449658
7422;18;NON;RUE DES;POISSONNIERS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.351461034500148, 48.89054824062788], [2.351593961498414, 48.891106189556986]]}";48.8908272151, 2.351527498
7423;18;NON;RUE;LEON;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.353294437879179, 48.89043922077571], [2.35321968955467, 48.89078418118646]]}";48.890611701, 2.35325706372
7427;18;NON;RUE;DOUDEAUVILLE;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.359716778242705, 48.889026390563096], [2.358890492544815, 48.888951180196656], [2.358125834258353, 48.88888224315288], [2.357278286734044, 48.888805182535116], [2.356681614944454, 48.888749630021955], [2.356177756807253, 48.88870230688027]]}";48.8888654051, 2.35794717017
7430;18;NON;RUE;PHILIPPE DE GIRARD;VOIE 50;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.360985785162809, 48.88685768997006], [2.360886151731286, 48.88736532384368], [2.360797841176219, 48.887795852011486], [2.360672328184613, 48.8884034402597], [2.360571989246743, 48.88886239167906], [2.360437291584574, 48.88947797173291], [2.360418123555708, 48.88955982585739], [2.360304345849996, 48.889950692915924], [2.360249602868912, 48.890077013788584]]}";48.8884755224, 2.36064783179
7435;18;NON;RUE;JOSEPH DIJON;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347273469437746, 48.89383559249382], [2.346073325394661, 48.894152895053004]]}";48.8939942438, 2.34667339742
7437;18;NON;RUE;JOSEPH DIJON;VOIE 30;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347421665576157, 48.89379641024325], [2.347273469437746, 48.89383559249382]]}";48.8938160014, 2.34734756751
7438;18;NON;RUE;JOSEPH DIJON;VOIE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345853999208225, 48.89421052945379], [2.345476887162882, 48.89430995454901]]}";48.894260242, 2.34566544319
7443;12;NON;RUE;EDOUARD LARTET;AIRE PIETONNE;SANS MARQUAGE;;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.412417773575381, 48.841135403864136], [2.412421959714462, 48.841124060285296], [2.412427937395913, 48.841113549915846], [2.412435547003066, 48.84110415340478], [2.412444585343406, 48.84109612165868], [2.412454811074234, 48.841089669142086], [2.412465951147028, 48.84108496815075], [2.412477708098412, 48.841082144211036], [2.412489767993056, 48.84108127272806], [2.412501808806406, 48.841082376972274], [2.412513509023417, 48.84108542745801], [2.413079841724434, 48.8411907826418], [2.413100110983565, 48.841194446824794], [2.413120706867806, 48.8411947272798], [2.413141068383685, 48.841191616367745], [2.413160640921486, 48.84118519882408], [2.413178891361784, 48.84117564945072], [2.413195322596625, 48.84116322835478], [2.413209487069816, 48.84114827386375]]}";48.8411397119, 2.41280842798
7451;12;NON;RUE;EDOUARD LARTET;AIRE PIETONNE;PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR;;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413128781506641, 48.83993281978755], [2.413121968879198, 48.83993370799886], [2.413112112135687, 48.83993411984748], [2.413102466889123, 48.83993619210004], [2.413093310794949, 48.83993986510309], [2.41308490742749, 48.83994503312276], [2.413077498692508, 48.83995154738848], [2.4130712978635103, 48.839959220375626], [2.413066483442301, 48.839967831203715], [2.41306319402049, 48.83997713199487], [2.413061524289888, 48.83998685500941], [2.413061522316635, 48.83999672035319], [2.41315906566699, 48.84029821311344], [2.413205590582112, 48.840351039500725], [2.413299569975127, 48.840871395844616], [2.413300099416856, 48.8409131300564], [2.413295680839636, 48.84095463307939], [2.413286376478928, 48.840995320345385], [2.4132723173862303, 48.84103461877607], [2.413231088292113, 48.841159846137565], [2.413227863063449, 48.84116864770475], [2.413226150448692, 48.84117786381214], [2.413225998391177, 48.8411872364619], [2.413227411147637, 48.84119650327386], [2.41323034916904, 48.84120540483075], [2.413234730207729, 48.84121369194031], [2.413373728012846, 48.84144063666506], [2.41338346816193, 48.84146214064732], [2.413390309150847, 48.84148473473124], [2.413394133215979, 48.84150802997288], [2.413394874528284, 48.84153162535831], [2.4133917784910093, 48.84158806260637], [2.413384635317709, 48.8416441315237], [2.413373481934408, 48.84169954226685], [2.413358375997564, 48.841754008394744], [2.413330200704303, 48.8418374044896]]}";48.8408686446, 2.41325316972
7454;12;NON;AVENUE DE LA;PORTE DE VINCENNES;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413524902056826, 48.8467054695618], [2.413548433372957, 48.846828920024606]]}";48.8467671948, 2.41353666771
7457;12;NON;BOULEVARD;CARNOT;VOIE 30;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413440224220401, 48.84635911082952], [2.413206043377981, 48.845197750866234]]}";48.8457784308, 2.4133231338
7461;12;NON;BOULEVARD;CARNOT;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413013486884624, 48.84424277618147], [2.412935053085696, 48.84387118142605]]}";48.8440569788, 2.41297426999
7463;12;NON;BOULEVARD;CARNOT;VOIE 30;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413330200704303, 48.8418374044896], [2.41332552366767, 48.84185124803136], [2.413323214031201, 48.841855272881766], [2.413320258804787, 48.84185885065737], [2.413316742616921, 48.841861878901796], [2.413312766160292, 48.84186427089554], [2.413308443308253, 48.841865958139344], [2.413303897853845, 48.841866892315785], [2.413299259964749, 48.84186704667297], [2.413294662455688, 48.841866416790566], [2.413124024966169, 48.84185164834775]]}";48.8418586254, 2.4132341705
7472;12;NON;AVENUE;COURTELINE;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.4106019669235073, 48.8441758034545], [2.4108737795764332, 48.84414573222581], [2.410996037912246, 48.84414205102964], [2.411407639133814, 48.844106733471826]]}";48.8441396386, 2.4110046194
7473;12;NON;BOULEVARD DE;GUYANE;VOIE 50;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.41442940379014, 48.84382273348206], [2.4144380063746302, 48.843817938342966], [2.414445702488981, 48.84381179280452], [2.4144522822493633, 48.843804464464185], [2.414457566216486, 48.84379615317606], [2.414461410289157, 48.84378708560063], [2.414463709634126, 48.8437775090234], [2.414464401545031, 48.843767684611045], [2.4144634671524923, 48.84375788028907], [2.4138171827278603, 48.83985672537642], [2.413806387441261, 48.83982071201797]]}";48.8418275767, 2.41414335586
7474;12;NON;BOULEVARD DE;GUYANE;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.41380638744126, 48.83982071201812], [2.413786504717454, 48.83975438259585]]}";48.8397875473, 2.41379644608
7476;12;NON;BOULEVARD DE;GUYANE;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.413808216580966, 48.8397448071584], [2.413834299766744, 48.839826472604706]]}";48.8397856399, 2.41382125817
6982;17;NON;RUE;ANDRE BRECHET;VOIE 30;PISTE CYCLABLE SUR TROTTOIR;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.32871234108667, 48.8990797102921], [2.327802233666281, 48.89906138816278], [2.326703738783019, 48.899040098098084], [2.326418665877992, 48.89903323615588], [2.32629612718942, 48.89894840353641]]}";48.8990528243, 2.32749179908
6984;18;NON;RUE;LOUIS PASTEUR VALLERY RADOT;VOIE 30;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.330313078585209, 48.900196847403], [2.330930246695142, 48.900208921794466], [2.331089735981413, 48.90021244214241]]}";48.9002044859, 2.33070141059
6986;18;NON;RUE;LOUIS PASTEUR VALLERY RADOT;VOIE 30;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.331559239234464, 48.90022229450969], [2.332060564384359, 48.90023263225196]]}";48.9002274634, 2.33180990181
6987;18;NON;RUE;LOUIS PASTEUR VALLERY RADOT;VOIE 30;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3323188129783, 48.90023795673238], [2.332389596386741, 48.9002394160229], [2.332393487796971, 48.900239498037706]]}";48.9002387265, 2.33235615041
6988;18;NON;RUE;LOUIS PASTEUR VALLERY RADOT;VOIE 30;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.332130328744455, 48.9002340706844], [2.3323188129783, 48.90023795673238]]}";48.9002360137, 2.33222457086
7004;18;NON;AVENUE DE LA;PORTE DE MONTMARTRE;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.335313671606599, 48.90097300032687], [2.33533798603522, 48.90096628880653], [2.335360884424298, 48.90095571054003], [2.335381756488364, 48.90094154745823], [2.335400045947351, 48.9009241770341], [2.335565208204947, 48.90063966408167], [2.3356229699780098, 48.90056701661589], [2.335722926496834, 48.90039139629558], [2.335787607040424, 48.90028122746412]]}";48.9006442001, 2.33556614333
7009;18;NON;AVENUE DE LA;PORTE DE MONTMARTRE;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.336066194842956, 48.89919767716689], [2.336126759681709, 48.89911175524858]]}";48.8991547162, 2.33609647726
7015;18;NON;RUE;ARTHUR RANC;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.334154471919879, 48.898834319465934], [2.333716442728834, 48.8982654422633]]}";48.8985498809, 2.33393545732
7016;18;NON;RUE;ARTHUR RANC;VOIE 50;PISTE CYCLABLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.333678706485828, 48.89821643278505], [2.333616034873527, 48.898135038570125], [2.333441524871771, 48.89790346197851]]}";48.8980601859, 2.33355980252
7023;18;NON;RUE;RENE BIDET;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.340018482115978, 48.899259059875185], [2.340189635562758, 48.89926806839926]]}";48.8992635641, 2.34010405884
7025;18;NON;RUE;RENE BIDET;VOIE 50;PISTE CYCLABLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.342552087454953, 48.89930841857885], [2.3435223098677262, 48.89932923853527], [2.34376180849432, 48.89933276506171]]}";48.8993212384, 2.34315693628
7028;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;BANDE CYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352283785677623, 48.899341976198535], [2.352292493805098, 48.899267382151635]]}";48.8993046792, 2.35228813974
7029;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352262470686063, 48.89952471421523], [2.352262117209996, 48.899521472409965], [2.3522625131815422, 48.89950810953024], [2.352264686331709, 48.899494918595224], [2.352280825481148, 48.89936733326796], [2.352283785677623, 48.899341976198535]]}";48.8994333371, 2.35227247184
7032;18;NON;RUE;JEAN COCTEAU;VOIE 50;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349289995364639, 48.8995386367739], [2.3500464921407263, 48.89955389604856], [2.351068218614688, 48.89957419633464], [2.352048541356603, 48.89959352591359], [2.352180589972139, 48.899596454222845], [2.352186689225351, 48.8995960840547]]}";48.8995675873, 2.35073834781
7033;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352309195290081, 48.89926975049416], [2.352315128296474, 48.89921932997347], [2.352382717113358, 48.898645094661006], [2.352392552531892, 48.89857430056307]]}";48.8989219402, 2.35235020849
7035;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35228267077203, 48.899527722496224], [2.352282736863759, 48.89952287162195], [2.352282308465419, 48.89951803924942], [2.352282583912185, 48.8994959009812], [2.352300737051875, 48.89934163104861]]}";48.8994345959, 2.3522901016
7044;18;NON;RUE;JEAN COCTEAU;VOIE 30;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345523163888596, 48.89946340221236], [2.345536587547778, 48.899463655005505], [2.345652960496027, 48.899466065799885]]}";48.8994647227, 2.34558806242
7051;18;NON;RUE;JEAN COCTEAU;VOIE 50;BANDE CYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346879560659062, 48.89947903253012], [2.347040660077306, 48.899482176699316]]}";48.8994806046, 2.34696011037
7061;18;NON;RUE;JEAN COCTEAU;VOIE 50;PISTE SYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;CONTRESENS;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347933723655859, 48.89949991015164], [2.34799303061181, 48.89950110124422]]}";48.8995005057, 2.34796337713
7073;18;NON;RUE;JEAN COCTEAU;VOIE 50;BANDE CYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;SENS CIRCULATION GENERALE;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3491847542008752, 48.89953651357806], [2.349289995364638, 48.89953863677396]]}";48.8995375752, 2.34923737478
7079;18;NON;RUE;JEAN COCTEAU;VOIE 50;BANDE CYCLABLE BIDIRECTIONNELLE SUR CHAUSSEE;CONTRESENS;BANDE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349177112842577, 48.899524217794486], [2.349286713456697, 48.89952631760102]]}";48.8995252677, 2.34923191315
7086;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352062290945514, 48.90058673089938], [2.352039149129439, 48.90070784228739], [2.352016584470746, 48.900827055626415]]}";48.9007068833, 2.35203938555
7090;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;PISTE CYCLABLE  BIDIRECTIONNELLE AVEC STATIONNEMENT RECONSTITUE;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.352142449372982, 48.90016798001411], [2.352119396427887, 48.90028614539986], [2.352077465392745, 48.90050731596999], [2.352071526718199, 48.90053839584143]]}";48.9003531507, 2.35210679495
7095;18;NON;AVENUE DE LA;PORTE DES POISSONNIERS;VOIE 50;CONTINUITE VELO;CONTRESENS;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.35228267077203, 48.899527722496295], [2.352244278106798, 48.89972656777862]]}";48.8996271451, 2.35226347444
7096;18;NON;RUE;MONTCALM;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.338412044600466, 48.893451547902664], [2.338825916992388, 48.89366390997332]]}";48.8935577289, 2.3386189808
7098;18;NON;RUE;CALMELS;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.339028928984944, 48.89365394191031], [2.340199608985299, 48.893437808573246]]}";48.8935458752, 2.33961426899
7099;18;NON;RUE DU;RUISSEAU;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.340267396128481, 48.89321154434545], [2.340369641716574, 48.89353437322138], [2.340494684396184, 48.893955010837594], [2.340596946089387, 48.89428630396591], [2.340631233503652, 48.894396748648724]]}";48.8938039688, 2.34044987544
6858;18;NON;RUE;ORDENER;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.338354896063969, 48.893321382113584], [2.34007394226062, 48.893082901700176]]}";48.8932021419, 2.33921441916
6862;18;NON;RUE;ORDENER;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.342455172578095, 48.89275481416906], [2.342071379190956, 48.89280770615635]]}";48.8927812602, 2.34226327588
6863;18;NON;RUE;ORDENER;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.342680354401471, 48.89272342330588], [2.343144853681354, 48.892660717849694]]}";48.8926920706, 2.34291260404
6867;18;NON;RUE;ORDENER;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.347143534652957, 48.89204775428349], [2.3485817852378332, 48.89178245118109]]}";48.8919151027, 2.34786265995
6879;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3459858687986612, 48.896153008721186], [2.34506267686174, 48.897257193606926]]}";48.8967051012, 2.34552427283
6883;18;NON;BOULEVARD;ORNANO;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344664528020096, 48.89779037261682], [2.344550238076767, 48.89792259960776]]}";48.8978564861, 2.34460738305
6887;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344241342813319, 48.90032681780488], [2.344239494016996, 48.90055331874004]]}";48.9004400683, 2.34424041842
6890;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;COULOIR BUS PROTEGE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.343921090917882, 48.901135130158615], [2.343935369877432, 48.90078749901369]]}";48.9009613146, 2.3439282304
6892;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344001249121494, 48.900608878063444], [2.344005981941965, 48.9002652956115]]}";48.9004370868, 2.34400361553
6893;18;NON;AVENUE DE LA;PORTE DE CLIGNANCOURT;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.344274821627812, 48.8992079781906], [2.344247301899169, 48.89959674051091]]}";48.8994023594, 2.34426106176
6899;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.345990992144294, 48.89585771551777], [2.346105858548693, 48.895717580434976]]}";48.895787648, 2.34604842535
6904;18;NON;BOULEVARD;ORNANO;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.346486229899252, 48.89526287820863], [2.34662124716479, 48.895102203200715]]}";48.8951825407, 2.34655373853
6907;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34782999766212, 48.89366364298787], [2.347864775207473, 48.89362224224207]]}";48.8936429426, 2.34784738643
6908;18;NON;BOULEVARD;ORNANO;VOIE 50;COULOIR BUS MARQUE;SENS CIRCULATION GENERALE;COULOIR BUS OUVERT AUX VELOS;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.348018166028382, 48.89343963802253], [2.348901640639439, 48.89238714014813]]}";48.8929133891, 2.34845990333
6915;18;NON;BOULEVARD;BARBES;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34948498642087, 48.891478801618966], [2.349481115924938, 48.89144913649826], [2.349478587065691, 48.89131208872883], [2.349479875343766, 48.89109582429565], [2.349475449299548, 48.89052688363673]]}";48.891002971, 2.34947850309
6927;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349433858076449, 48.887199990823405], [2.349432387782084, 48.88715237252621]]}";48.8871761817, 2.34943312293
6930;18;NON;BOULEVARD;BARBES;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349450013459831, 48.888330841672285], [2.349449139701863, 48.88823788735607], [2.349441934100299, 48.88746466114164]]}";48.8878977514, 2.34944597042
6938;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE COULOIR BUS;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349383355938603, 48.883999335960716], [2.349375755933509, 48.88392881953954], [2.3493263659618933, 48.88377578532556]]}";48.8838865129, 2.34935978225
6940;18;NON;BOULEVARD;BARBES;VOIE 50;PISTE CYCLABLE SUR TROTTOIR;SENS CIRCULATION GENERALE;PISTE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349612352080035, 48.88451557638597], [2.349616056161948, 48.88451708126407], [2.349619476138924, 48.88451915216687], [2.349622526195414, 48.88452173713037], [2.349625129798075, 48.88452477129156], [2.349627221616178, 48.884528178515936], [2.349628749160913, 48.88453187330794], [2.349629674102462, 48.88453576295626], [2.349629348129976, 48.884561863067816], [2.34962966721978, 48.88464949254412], [2.349644980449563, 48.88523425767723]]}";48.8848711238, 2.34963554446
6944;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.34973478065535, 48.89048684828154], [2.349734813573201, 48.890492021653635], [2.349735486185355, 48.89054463366533]]}";48.8905157411, 2.3497351183
6954;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE VELO;SENS CIRCULATION GENERALE;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.3496524582047043, 48.88553540305026], [2.349652504478914, 48.885537266590894], [2.349654309754647, 48.885608009735776]]}";48.8855717064, 2.34965338336
6958;18;NON;BOULEVARD;BARBES;VOIE 50;CONTINUITE VELO;;CONTINUITE CYCLABLE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.349668605297542, 48.88753041558951], [2.349479183769156, 48.88753031882945]]}";48.8875303672, 2.34957389453
6968;18;NON;RUE;MARCADET;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354648332587053, 48.89036795938768], [2.355072361736319, 48.89037397274688]]}";48.8903709661, 2.35486034716
6970;18;NON;RUE;ERNESTINE;ZONE 30;SANS MARQUAGE;CONTRESENS;SANS MARQUAGE;0.0;"{""type"": ""LineString"", ""coordinates"": [[2.354542829884934, 48.89055383165515], [2.354544433750863, 48.8904244503072]]}";48.890489141, 2.35454363182
